log_frequency_per_million,word,transcription,part_of_speech
0.78,arrogant,{r@g@nt,A
1.18,arrow,{r5,N
0.48,arse,#s,N
0.85,arsenal,#s@nP,N
0.3,arson,#sH,N
2.23,art,#t,N
0.78,artery,#t@rI,N
0.3,arthritic,#TrItIk,A
0.48,arthritis,#Tr2tIs,N
1.4,Arthur,#T@R,N
0.3,artichoke,#tIJ5k,N
1.79,article,#tIkP,N
0.6,articulate,#tIkjUl1t,V
0.85,articulate,#tIkjUl@t,A
0.3,articulation,#tIkjUl1SH,N
0.6,artifact,#tIf{kt,N
1.46,artificial,#tIfISP,A
0.78,artificially,#tIfIS@lI,ADV
1,artillery,#tIl@rI,N
0.48,artisan,#tIz{n,N
1.87,artist,#tIst,N
1.2,artistic,#tIstIk,A
1.64,arts,#ts,N
3.48,as,{z,FUNC
3.04,as,{z,ADV
3.44,as,{z,FUNC
0.85,asbestos,{sbEstQs,N
0.85,ascend,@sEnd,V
0.95,ascent,@sEnt,N
0.6,ascertain,{s@t1n,V
1.63,ash,{S,N
1.34,ashamed,@S1md,A
0.48,ashes,{SIz,N
0.78,ashore,@S$R,ADV
0.95,ashtray,{Str1,N
1.42,Asia,1S@,N
0.6,Asian,1SH,N
1.08,Asian,1SH,A
1.61,aside,@s2d,ADV
2.91,ask,#sk,V
1.49,asleep,@slip,A
1.08,asleep,@slip,ADV
0.3,asparagus,@sp{r@g@s,N
1.93,aspect,{spEkt,N
0.48,asphalt,{sf{lt,N
1.08,aspiration,{sp@r1SH,N
0.85,aspire,@sp2@R,V
0.6,aspirin,{sp@rIn,N
1.04,ass,{s,N
0.48,assail,@s1l,V
0.7,assassin,@s{sIn,N
0.6,assassinate,@s{sIn1t,V
0.9,assassination,@s{sIn1SH,N
1.3,assault,@s$lt,N
0.95,assault,@s$lt,V
0.3,assemblage,@sEmblI_,N
1.38,assemble,@sEmbP,V
1.48,assembly,@sEmblI,N
0.48,assent,@sEnt,N
1.36,assert,@s3t,V
0.95,assertion,@s3SH,N
0.3,assertive,@s3tIv,A
1.36,assess,@sEs,V
1.36,assessment,@sEsm@nt,N
0.3,assessor,@sEs@R,N
1.34,asset,{sEt,N
0.3,assiduously,@sIdj9slI,ADV
1.26,assign,@s2n,V
1.04,assignment,@s2nm@nt,N
0.78,assimilate,@sImIl1t,V
0.3,assimilation,@sImIl1SH,N
1.3,assist,@sIst,V
1.36,assistance,@sIst@ns,N
1.53,assistant,@sIst@nt,N
0.95,associate,@s5S7t,N
1.72,associate,@s5SI1t,V
1.85,association,@s5sI1SH,N
0.6,assort,@s$t,V
0.48,assortment,@s$tm@nt,N
0.3,assuage,@sw1_,V
2.04,assume,@sjum,V
1.59,assumption,@sVmpSH,N
1.26,assurance,@S$r@ns,N
1.59,assure,@S$R,V
0.85,assured,@S$d,A
0.3,assuredly,@S$rIdlI,ADV
0.3,asteroid,{st@r4d,N
0.6,asthma,{sm@,N
1.11,astonish,@stQnIS,V
0.95,astonishment,@stQnISm@nt,N
0.78,astound,@st6nd,V
0.3,astral,{str@l,A
0.48,astray,@str1,ADV
0.3,astride,@str2d,FUNC
0.3,astrologer,@strQl@_@R,N
0.3,astrology,@strQl@_I,N
0.48,astronaut,{str@n$t,N
1,astronomer,@strQn@m@R,N
0.48,astronomical,{str@nQmIkP,A
0.7,astronomy,@strQn@mI,N
0.48,astute,@stjut,A
0.48,asylum,@s2l@m,N
3.75,at,{t,FUNC
0.48,atheist,1TIIst,N
1.23,athlete,{Tlit,N
0.95,athletic,{TlEtIk,A
0.7,athletics,{TlEtIks,N
1.34,atlantic,@tl{ntIk,A
0.48,atlas,{tl@s,N
1.74,atmosphere,{tm@sf7R,N
0.48,atmospheric,{tm@sfErIk,A
1.45,atom,{t@m,N
1.15,atomic,@tQmIk,A
0.3,atonement,@t5nm@nt,N
0.3,atop,@tQp,FUNC
0.3,atrocious,@tr5S@s,A
0.6,atrocity,@trQs@tI,N
1.69,attach,@t{J,V
0.48,attach#e,@t{S1,N
1.04,attachment,@t{Jm@nt,N
2.05,attack,@t{k,N
1.85,attack,@t{k,V
0.95,attacker,@t{k@R,N
1.11,attain,@t1n,V
0.95,attainment,@t1nm@nt,N
2.04,attempt,@tEmpt,N
1.89,attempt,@tEmpt,V
1.88,attend,@tEnd,V
1.11,attendance,@tEnd@ns,N
0.95,attendant,@tEnd@nt,N
0.7,attendant,@tEnd@nt,A
2.13,attention,@tEnSH,N
0.7,attentive,@tEntIv,A
0.3,attentively,@tEntIvlI,ADV
0.3,attest,@tEst,V
0.9,attic,{tIk,N
0.3,attire,@t2@R,N
2.1,attitude,{tItjud,N
1.08,attorney,@t3nI,N
1.73,attract,@tr{kt,V
1.26,attraction,@tr{kSH,N
1.66,attractive,@tr{ktIv,A
0.48,attractiveness,@tr{ktIvnIs,N
1.04,attribute,{trIbjut,N
0.3,attrition,@trISH,N
0.7,auction,$kSH,N
0.3,auctioneer,$kS@n7R,N
0.3,audacious,$d1S@s,A
0.3,audacity,$d{s@tI,N
0.78,audible,$d@bP,A
1.88,audience,$dj@ns,N
0.3,audio,$dI5,A
0.3,audit,$dIt,N
0.3,audition,$dISH,N
0.3,auditor,$dIt@R,N
0.7,auditorium,$dIt$r7m,N
0.6,augment,$gmEnt,V
1.72,August,$g@st,N
1.53,aunt,#nt,N
0.6,auntie,#ntI,N
0.7,aura,$r@,N
0.3,auspices,$spIsIz,N
0.7,austere,Qst7R,A
0.48,austerity,QstEr@tI,N
1.6,Australia,Qstr1lj@,N
0.78,Australian,Qstr1lj@n,N
1.23,Australian,Qstr1lj@n,A
0.95,Austria,Qstr7,N
0.7,Austrian,Qstr7n,A
0.9,authentic,$TEntIk,A
0.7,authenticity,$TEntIs@tI,N
1.63,author,$T@R,N
0.85,authoritarian,$TQrIt8r7n,A
0.3,authoritarianism,$TQrIt8r7nIz@m,N
0.7,authoritative,$TQrIt@tIv,A
2.22,authority,$TQr@tI,N
0.9,authorize,$T@r2z,V
0.6,auto,$t5,N
0.3,autobiographical,$t5b25gr{fIkP,A
0.9,autobiography,$t5b2Qgr@fI,N
0.3,autocratic,$t5kr{tIk,A
0.3,autograph,$t@gr#f,N
0.48,automate,$t5m1t,V
0.48,automatic,$t@m{tIk,N
1.26,automatic,$t@m{tIk,A
1.43,automatically,$t@m{tIk@lI,ADV
0.6,automation,$t@m1SH,N
0.3,automaton,$tQm@t@n,N
1.3,automobile,$t@m5bil,N
0.95,autonomous,$tQn@m@s,A
1.04,autonomy,$tQn@mI,N
0.3,autopsy,$t@psI,N
1.53,autumn,$t@m,N
0.3,auxiliary,$gzIlj@rI,N
0.3,auxiliary,$gzIlj@rI,A
0.48,avail,@v1l,N
0.48,avail,@v1l,V
1,availability,@v1l@bIl@tI,N
2.14,available,@v1l@bP,A
0.48,avalanche,{v@l#nJ,N
0.3,avant-garde,{vqNg#d,A
0.48,avenge,@vEn_,V
1.42,avenue,{v@nju,N
1.45,average,{v@rI_,N
0.78,average,{v@rI_,V
1.83,average,{v@rI_,A
0.48,aversion,@v3SH,N
0.9,avert,@v3t,V
0.7,aviation,1vI1SH,N
0.3,avid,{vId,A
0.3,avidly,{vIdlI,ADV
0.3,avocado,{v5k#d5,N
2.06,avoid,@v4d,V
0.6,avoidance,@v4d@ns,N
0.3,avowed,@v6d,A
1.34,await,@w1t,V
0.9,awake,@w1k,V
1.36,awake,@w1k,A
1.08,awaken,@w1k@n,V
0.3,awakening,@w1knIN,N
1.23,award,@w$d,N
1.11,award,@w$d,V
2,aware,@w8R,A
1.38,awareness,@w8nIs,N
0.3,awash,@wQS,A
2.83,away,@w1,ADV
0.9,awe,$,N
0.48,awe,$,V
0.7,awesome,$s@m,A
1.78,awful,$fUl,A
1.15,awfully,$fUlI,ADV
0.3,awhile,@w2l,ADV
1.3,awkward,$kw@d,A
0.7,awkwardly,$kw@dlI,ADV
0.3,awkwardness,$kw@dnIs,N
0.95,axe,{ks,N
0.3,axiom,{ks7m,N
1.04,axis,{ksIs,N
0.3,axle,{ksP,N
0.78,aye,2,ADV
2.4,b,bi,N
0.6,babble,b{bP,V
0.3,babe,b1b,N
0.6,baboon,b@bun,N
2.41,baby,b1bI,N
1,bachelor,b{J@l@R,N
2.29,back,b{k,N
1.45,back,b{k,V
1.87,back,b{k,A
2.99,back,b{k,ADV
0.3,backbencher,b{kbEnJ@R,N
0.7,backbone,b{kb5n,N
0.3,backdrop,b{kdrQp,N
0.3,backer,b{k@R,N
0.3,backfire,b{kf2@R,V
1.76,background,b{kgr6nd,N
0.3,backhand,b{kh{nd,N
0.78,backing,b{kIN,N
0.3,backlash,b{kl{S,N
0.48,backside,b{ks2d,N
0.6,backup,b{kVp,N
1.04,backward,b{kw@d,A
0.6,backward,b{kw@d,ADV
0.3,backwardness,b{kw@dnIs,N
1.3,backwards,b{kw@dz,ADV
0.3,backwater,b{kw$t@R,N
0.3,backyard,b{kj#d,N
1.2,bacon,b1k@n,N
0.3,bacterial,b{kt7r7l,A
1.08,bacterium,b{kt7r7m,N
2.52,bad,b{d,A
0.95,badge,b{_,N
0.85,badger,b{_@R,N
1.75,badly,b{dlI,ADV
0.48,badminton,b{dmInt@n,N
0.85,baffle,b{fP,V
0.3,baffling,b{fPIN,A
1.9,bag,b{g,N
0.3,bag,b{g,V
0.9,baggage,b{gI_,N
0.3,baggy,b{gI,A
0.3,bags,b{gz,N
0.95,bail,b1l,N
0.48,bail,b1l,V
0.48,bailiff,b1lIf,N
1.49,bait,b1t,N
1.18,bait,b1t,V
0.3,baize,b1z,N
1.38,bake,b1k,V
1.23,baker,b1k@R,N
0.7,bakery,b1k@rI,N
1.9,balance,b{l@ns,N
1.45,balance,b{l@ns,V
0.3,balanced,b{l@nst,A
1.11,balcony,b{lk@nI,N
0.9,bald,b$ld,A
0.3,balding,b$ldIN,A
0.48,bale,b1l,N
0.3,baleful,b1lfUl,A
0.3,balk,b$k,V
2.05,ball,b$l,N
0.48,ballad,b{l@d,N
0.3,ballast,b{l@st,N
0.3,ballerina,b{l@rin@,N
1.2,ballet,b{l1,N
0.48,ballistic,b@lIstIk,A
0.78,balloon,b@lun,N
1,ballot,b{l@t,N
0.48,ballroom,b$lrUm,N
0.3,balls,b$lz,N
0.3,balustrade,b{l@str1d,N
0.78,bamboo,b{mbu,N
1.04,ban,b{n,N
1.3,ban,b{n,V
0.48,banal,b@n#l,A
0.3,banality,b@n{l@tI,N
0.9,banana,b@n#n@,N
1.65,band,b{nd,N
0.3,band,b{nd,V
0.78,bandage,b{ndI_,N
0.6,bandage,b{ndI_,V
0.48,bandit,b{ndIt,N
0.9,bang,b{N,N
1.2,bang,b{N,V
0.48,bang,b{N,ADV
0.48,Bangladesh,b{Ngl@dES,N
0.78,banish,b{nIS,V
0.3,banister,b{nIst@R,N
2.24,bank,b{Nk,N
0.7,bank,b{Nk,V
1.15,banker,b{Nk@R,N
0.9,banking,b{NkIN,N
0.6,bankrupt,b{NkrVpt,A
0.6,bankruptcy,b{Nkr@ptsI,N
1,banner,b{n@R,N
0.7,banquet,b{NkwIt,N
0.3,banquet,b{NkwIt,V
0.48,Bantu,b{ntu,A
0.3,baobab,b15b{b,N
0.3,baptism,b{ptIz@m,N
0.48,Baptist,b{ptIst,N
0.3,Baptist,b{ptIst,A
0.6,baptize,b{pt2z,V
1.96,bar,b#R,N
0.78,bar,b#R,V
0.3,barb,b#b,N
0.3,barbarian,b#b8r7n,N
0.48,barbaric,b#b{rIk,A
0.3,barbarism,b#b@rIz@m,N
0.3,barbarous,b#b@r@s,A
0.3,barbecue,b#bIkju,N
0.9,barbed,b#bd,A
0.3,barbel,b#b@l,N
0.85,barber,b#b@R,N
0.6,bare,b8R,V
1.58,bare,b8R,A
0.48,barefoot,b8fUt,A
1.46,barely,b8lI,ADV
1.11,bargain,b#gIn,N
1.18,bargain,b#gIn,V
0.7,barge,b#_,N
0.3,barge,b#_,V
0.3,bark,b#k,N
1,bark,b#k,V
0.7,bark,b#k,N
0.6,barker,b#k@R,N
1,barley,b#lI,N
0.78,barman,b#m@n,N
1.11,barn,b#n,N
0.95,baron,b{r@n,N
0.3,baroness,b{r@nIs,N
0.6,baroque,b@rQk,A
0.6,barracks,b{r@ks,N
0.85,barrage,b{r#Z,N
1.32,barrel,b{r@l,N
0.85,barren,b{r@n,A
0.48,barricade,b{rIk1d,N
1.48,barrier,b{r7R,N
0.78,barrister,b{rIst@R,N
0.6,barrow,b{r5,N
0.3,bartender,b#tEnd@R,N
1.9,base,b1s,N
0.3,base,b1s,A
0.78,baseball,b1sb$l,N
1.11,basement,b1sm@nt,N
0.6,bash,b{S,V
2.03,basic,b1sIk,A
1.46,basically,b1sIk@lI,ADV
0.48,basics,b1sIks,N
0.6,basil,b{zP,N
1.28,basin,b1sH,N
1.92,basis,b1sIs,N
0.6,bask,b#sk,V
1.38,basket,b#skIt,N
0.3,basketball,b#skItb$l,N
0.7,bass,b1s,N
0.6,bass,b{s,N
1.43,bastard,b#st@d,N
0.3,baste,b1st,V
0.48,bastion,b{st7n,N
1.15,bat,b{t,N
0.78,bat,b{t,V
0.7,batch,b{J,N
0.3,bate,b1t,V
1.67,bath,b#T,N
0.78,bath,b#T,V
0.85,Bath,b#T,N
0.95,bathe,b1D,V
0.7,bathing,b1DIN,N
0.3,bathrobe,b#Tr5b,N
1.57,bathroom,b#TrUm,N
0.7,baths,b#Dz,N
0.3,bathtub,b#TtVb,N
0.7,baton,b{t@n,N
0.9,batsman,b{tsm@n,N
1,battalion,b@t{lj@n,N
0.48,batter,b{t@R,N
1.23,batter,b{t@R,V
1.43,battery,b{t@rI,N
0.3,batting,b{tIN,N
1.91,battle,b{tP,N
0.95,battle,b{tP,V
1,battlefield,b{tPfild,N
0.3,battleship,b{tPSIp,N
0.6,bawl,b$l,V
1.51,bay,b1,N
0.3,bay,b1,V
0.3,bay,b1,A
0.48,bayonet,b1@nIt,N
0.85,bazaar,b@z#R,N
4.58,be,bi,V
1.91,beach,biJ,N
0.48,beacon,bik@n,N
1.04,bead,bid,N
0.3,bead,bid,V
0.85,beak,bik,N
0.3,beaker,bik@R,N
1.15,beam,bim,N
0.95,beam,bim,V
1.34,bean,bin,N
1.2,bear,b8R,N
2.03,bear,b8R,V
0.3,bearable,b8r@bP,A
1.4,beard,b7d,N
0.85,bearded,b7dId,A
0.7,bearer,b8r@R,N
0.85,bearing,b8rIN,N
1.43,beast,bist,N
0.7,beastly,bistlI,A
1.04,beat,bit,N
1.93,beat,bit,V
0.6,beaten,bitH,A
0.9,beating,bitIN,N
0.48,beau,b5,N
2.06,beautiful,bjut@fUl,A
1.18,beautifully,bjut@flI,ADV
1.76,beauty,bjutI,N
0.48,beaver,biv@R,N
3.12,because,bIkQz,FUNC
0.9,beckon,bEk@n,V
2.92,become,bIkVm,V
2.43,bed,bEd,N
0.48,bed,bEd,V
0.48,bedclothes,bEdkl5Dz,N
0.48,bedding,bEdIN,N
0.3,bedouin,bEdUIn,N
0.3,bedraggled,bIdr{gPd,A
1.81,bedroom,bEdrUm,N
0.95,bedside,bEds2d,N
0.3,bedsitter,bEdsIt@R,N
0.3,bedspread,bEdsprEd,N
0.7,bedtime,bEdt2m,N
1.23,bee,bi,N
1.04,beech,biJ,N
1.18,beef,bif,N
0.48,beefy,bifI,A
0.3,beehive,bih2v,N
1.69,beer,b7R,N
0.48,beet,bit,N
0.9,beetle,bitP,N
0.3,beetroot,bitrut,N
0.6,befall,bIf$l,V
0.3,befit,bIfIt,V
2.25,before,bIf$R,ADV
2.3,before,bIf$R,FUNC
2.78,before,bIf$R,FUNC
0.78,beforehand,bIf$h{nd,ADV
0.3,befriend,bIfrEnd,V
1.48,beg,bEg,V
0.3,beget,bIgEt,V
0.6,beggar,bEg@R,N
2.83,begin,bIgIn,V
0.85,beginner,bIgIn@R,N
1.88,beginning,bIgInIN,N
1.3,behalf,bIh#f,N
1.66,behave,bIh1v,V
1.96,behaviour,bIh1vj@R,N
1.52,behind,bIh2nd,ADV
2.46,behind,bIh2nd,FUNC
0.7,behold,bIh5ld,V
0.3,beige,b1Z,A
1.96,being,biIN,N
0.3,belated,bIl1tId,A
0.48,belch,bElJ,V
0.85,Belgian,bEl_@n,A
0.78,Belgian,bEl_@n,N
1,Belgium,bEl_@m,N
0.3,belie,bIl2,V
1.96,belief,bIlif,N
2.63,believe,bIliv,V
0.95,believer,bIliv@R,N
0.48,belittle,bIlItP,V
1.62,bell,bEl,N
0.48,belle,bEl,N
0.3,belligerent,bIlI_@r@nt,A
0.7,bellow,bEl5,V
1.3,belly,bElI,N
1.92,belong,bIlQN,V
0.78,belongings,bIlQNINz,N
0.3,beloved,bIlVvd,N
0.9,beloved,bIlVvd,A
0.3,beloved,bIlVvd,A
1.75,below,bIl5,ADV
1.85,below,bIl5,FUNC
1.43,belt,bElt,N
0.3,belt,bElt,V
0.3,bemused,bImjuzd,A
1.59,ben,bEn,N
1.42,bench,bEnJ,N
1,bend,bEnd,N
1.82,bend,bEnd,V
1.48,beneath,bIniT,ADV
1.34,beneath,bIniT,FUNC
0.3,benefactor,bEnIf{kt@R,N
0.95,beneficial,bEnIfISP,A
0.6,beneficiary,bEnIfIS@rI,N
2.09,benefit,bEnIfIt,N
1.28,benefit,bEnIfIt,V
0.3,benevolence,bInEv@l@ns,N
0.6,benevolent,bInEv@l@nt,A
0.3,Bengal,bENg$l,N
0.7,benign,bIn2n,A
0.48,bent,bEnt,A
0.3,bequeath,bIkwiD,V
0.3,bequest,bIkwEst,N
0.3,berate,bIr1t,V
0.3,bereft,bIrEft,A
0.3,beret,bEr1,N
0.3,Bermuda,b@mjud@,N
1,berry,bErI,N
0.3,berserk,b@z3k,A
0.7,berth,b3T,N
0.3,beseech,bIsiJ,V
0.6,beset,bIsEt,V
1.95,beside,bIs2d,FUNC
1.45,besides,bIs2dz,ADV
1.34,besides,bIs2dz,FUNC
0.48,besiege,bIsi_,V
0.7,bestow,bIst5,V
0.85,bet,bEt,N
1.4,bet,bEt,V
1.3,betray,bItr1,V
0.9,betrayal,bItr1@l,N
1.28,better,bEt@R,V
0.3,betters,bEt@z,N
2.87,between,bItwin,FUNC
0.3,beverage,bEv@rI_,N
0.3,bevy,bEvI,N
0.7,beware,bIw8R,V
1.15,bewilder,bIwIld@R,V
0.6,bewilderment,bIwIld@m@nt,N
0.7,bewitch,bIwIJ,V
0.95,beyond,bIjQnd,ADV
2.16,beyond,bIjQnd,FUNC
1,bias,b2@s,N
0.7,bias,b2@s,V
0.3,bib,bIb,N
0.3,bible,b2bP,N
1.28,Bible,b2bP,N
0.78,biblical,bIblIkP,A
0.48,bibliography,bIblIQgr@fI,N
0.3,biceps,b2sEps,N
1.36,bicycle,b2sIkP,N
0.6,bicycle,b2sIkP,V
1.15,bid,bId,N
0.7,bid,bId,V
0.48,bid,bId,V
0.3,bidder,bId@R,N
0.3,bidding,bIdIN,N
2.59,big,bIg,A
0.9,big,bIg,ADV
1,bike,b2k,N
0.3,bikini,bIkinI,N
0.3,bilateral,b2l{t@r@l,A
0.3,bile,b2l,N
0.3,bilge,bIl_,N
1.88,bill,bIl,N
0.48,bill,bIl,V
0.48,billiard,bIlj@d,N
0.48,billiards,bIlj@dz,N
1,billion,bIlj@n,N
1.59,billion,bIlj@n,NUM
0.6,billow,bIl5,V
1.52,billy,bIlI,N
0.78,bin,bIn,N
0.48,binary,b2n@rI,A
1.23,bind,b2nd,V
0.48,binding,b2ndIN,A
0.48,binding,b2ndIN,N
0.78,bingo,bINg5,N
0.7,binoculars,bInQkjUl@z,N
0.3,biochemistry,b25kEmIstrI,N
0.3,biographer,b2Qgr@f@R,N
0.9,biography,b2Qgr@fI,N
1.42,biological,b25lQ_IkP,A
0.48,biologically,b25lQ_Ik@lI,ADV
0.7,biologist,b2Ql@_Ist,N
1.08,biology,b2Ql@_I,N
0.3,biosphere,b25sf7R,N
0.3,biotechnology,b25tEknQl@_I,N
0.6,birch,b3J,N
2.01,bird,b3d,N
0.3,birdie,b3dI,N
1.8,birth,b3T,N
1.32,birthday,b3Td1,N
0.3,birthplace,b3Tpl1s,N
1.18,biscuit,bIskIt,N
1.51,bishop,bIS@p,N
0.48,bison,b2sH,N
2.42,bit,bIt,N
1.2,bitch,bIJ,N
1.18,bite,b2t,N
1.43,bite,b2t,V
0.3,biting,b2tIN,A
0.3,bitter,bIt@R,N
1.52,bitter,bIt@R,A
0.3,bitter,bIt@R,ADV
1.2,bitterly,bIt@lI,ADV
1,bitterness,bIt@nIs,N
0.3,bivouac,bIvU{k,V
1,bizarre,bIz#R,A
1.77,black,bl{k,N
0.9,black,bl{k,V
2.47,black,bl{k,A
0.48,blackberry,bl{kb@rI,N
0.48,blackbird,bl{kb3d,N
0.78,blackboard,bl{kb$d,N
0.7,blacken,bl{k@n,V
0.95,blackmail,bl{km1l,N
0.6,blackmail,bl{km1l,V
0.7,blackness,bl{knIs,N
0.3,blackout,bl{k6t,N
0.48,blacksmith,bl{ksmIT,N
0.78,bladder,bl{d@R,N
1.34,blade,bl1d,N
0.85,blame,bl1m,N
1.66,blame,bl1m,V
0.3,blameless,bl1mlIs,A
0.48,blanch,bl#nJ,V
0.78,bland,bl{nd,A
0.3,blandly,bl{ndlI,ADV
0.3,blank,bl{Nk,N
1.18,blank,bl{Nk,A
1.46,blanket,bl{NkIt,N
0.3,blanket,bl{NkIt,V
0.48,blankly,bl{NklI,ADV
0.3,blare,bl8R,V
0.48,blasphemy,bl{sf@mI,N
1.04,blast,bl#st,N
0.85,blast,bl#st,V
0.6,blatant,bl1t@nt,A
0.6,blaze,bl1z,N
0.85,blaze,bl1z,V
0.7,blazer,bl1z@R,N
0.78,blazing,bl1zIN,A
0.3,bleach,bliJ,N
0.6,bleach,bliJ,V
1.04,bleak,blik,A
0.3,bleat,blit,V
1.38,bleed,blid,V
0.3,blemish,blEmIS,N
0.48,blend,blEnd,N
0.9,blend,blEnd,V
1.26,bless,blEs,V
1,blessed,blEsId,A
1.15,blessing,blEsIN,N
0.48,blight,bl2t,N
0.3,blight,bl2t,V
0.85,blind,bl2nd,N
0.95,blind,bl2nd,V
1.51,blind,bl2nd,A
0.6,blindly,bl2ndlI,ADV
0.6,blindness,bl2ndnIs,N
1.15,blink,blINk,V
0.9,bliss,blIs,N
0.3,blissfully,blIsfUlI,ADV
0.6,blister,blIst@R,N
0.3,blister,blIst@R,V
0.6,blitz,blIts,N
0.3,blitz,blIts,V
0.48,blizzard,blIz@d,N
0.3,bloated,bl5tId,A
0.48,blob,blQb,N
0.85,bloc,blQk,N
1.73,block,blQk,N
1.38,block,blQk,V
0.48,blockade,blQk1d,N
0.95,bloke,bl5k,N
1.11,blond,blQnd,A
0.6,blonde,blQnd,N
0.9,blonde,blQnd,A
2.15,blood,blVd,N
0.48,bloodshed,blVdSEd,N
0.3,bloodshot,blVdSQt,A
0.3,bloodstream,blVdstrim,N
1.7,bloody,blVdI,A
1.18,bloody,blVdI,ADV
0.78,bloom,blum,N
0.6,bloom,blum,V
0.85,blossom,blQs@m,N
0.48,blossom,blQs@m,V
0.7,blot,blQt,V
0.3,blotch,blQJ,N
1.04,blouse,bl6z,N
1.43,blow,bl5,N
1.92,blow,bl5,V
1.48,blue,blu,N
2.01,blue,blu,A
0.3,bluecoat,bluk5t,N
0.48,blue-collar,blukQl@R,A
0.7,blueprint,bluprInt,N
0.3,blues,bluz,N
0.78,bluff,blVf,N
0.3,bluff,blVf,V
0.3,bluish,bluIS,A
0.3,blunder,blVnd@R,N
0.6,blunder,blVnd@R,V
0.3,blunt,blVnt,V
0.78,blunt,blVnt,A
0.6,bluntly,blVntlI,ADV
0.48,blur,bl3R,N
1.08,blur,bl3R,V
0.3,blush,blVS,N
1.04,blush,blVS,V
0.7,boa,b5@,N
0.3,boar,b$R,N
2.01,board,b$d,N
0.95,board,b$d,V
0.9,boarding,b$dIN,N
0.48,boardroom,b$drUm,N
1.08,boast,b5st,V
1.88,boat,b5t,N
0.7,bob,bQb,N
0.9,bob,bQb,V
1.56,Bob,bQb,N
0.95,bobby,bQbI,N
0.3,bock,bQk,N
0.3,bodice,bQdIs,N
0.9,bodily,bQdIlI,A
2.56,body,bQdI,N
0.7,bodyguard,bQdIg#d,N
0.3,Boer,b$R,A
0.9,bog,bQg,N
0.3,bogey,b5gI,N
0.48,bogus,b5g@s,A
0.3,bohemian,b5himj@n,A
0.85,boil,b4l,N
1.63,boil,b4l,V
0.48,boil,b4l,N
0.7,boiler,b4l@R,N
0.48,boiling,b4lIN,A
0.48,boisterous,b4st@r@s,A
1.15,bold,b5ld,A
0.6,boldly,b5ldlI,ADV
0.3,boldness,b5ldnIs,N
0.3,Bolivia,b@lIv7,N
0.3,Bolshevik,bQlSIvIk,A
0.48,bolster,b5lst@R,V
1,bolt,b5lt,N
0.78,bolt,b5lt,V
0.3,bolt,b5lt,ADV
1.61,bomb,bQm,N
1.11,bomb,bQm,V
0.48,bombard,bQmb#d,V
0.6,bombardment,bQmb#dm@nt,N
0.78,bomber,bQm@R,N
1.43,bond,bQnd,N
0.3,bond,bQnd,V
0.48,bondage,bQndI_,N
0.3,bonded,bQndId,A
1.84,bone,b5n,N
0.6,bonfire,bQnf2@R,N
0.7,bonnet,bQnIt,N
1,bonus,b5n@s,N
0.9,bony,b5nI,A
0.3,booby,bubI,N
2.64,book,bUk,N
1.2,book,bUk,V
0.7,bookcase,bUkk1s,N
0.9,booking,bUkIN,N
0.3,bookish,bUkIS,A
0.3,bookkeeper,bUkkip@R,N
0.85,booklet,bUklIt,N
0.3,bookmaker,bUkm1k@R,N
0.3,bookseller,bUksEl@R,N
0.78,bookshop,bUkSQp,N
1.18,boom,bum,N
1.04,boom,bum,V
1.6,boon,bun,N
0.48,boost,bust,N
0.9,boost,bust,V
1.59,boot,but,N
1.04,booth,buD,N
0.48,booze,buz,N
0.3,Bordeaux,b$d5,N
1.64,border,b$d@R,N
0.78,border,b$d@R,V
0.9,bore,b$R,N
1.51,bore,b$R,V
1.15,boredom,b$d@m,N
1.32,boring,b$rIN,A
1.96,born,b$n,A
0.9,borough,bVr@,N
1.49,borrow,bQr5,V
0.48,borrower,bQr5@R,N
0.9,borrowing,bQr5IN,N
0.9,bosom,bUz@m,N
1.43,boss,bQs,N
0.48,boss,bQs,V
0.3,bossy,bQsI,A
1.4,Boston,bQst@n,N
0.3,botanical,b@t{nIkP,A
0.3,botanist,bQt@nIst,N
0.3,botany,bQt@nI,N
2.78,both,b5T,FUNC
0.48,bother,bQD@R,N
1.76,bother,bQD@R,V
2.06,bottle,bQtP,N
0.78,bottle,bQtP,V
1.93,bottom,bQt@m,N
0.3,bottomless,bQt@mlIs,A
0.48,bough,b6,N
1.04,boulder,b5ld@R,N
0.7,boulevard,bul@v#d,N
0.3,bounce,b6ns,N
1.2,bounce,b6ns,V
0.78,bound,b6nd,V
1.67,bound,b6nd,A
1.28,boundary,b6nd@rI,N
0.3,boundless,b6ndlIs,A
0.7,bounds,b6ndz,N
0.3,bounty,b6ntI,N
0.7,bouquet,bUk1,N
0.6,bourbon,b3b@n,N
0.3,bourgeois,b$Zw#,N
1.08,bourgeois,b$Zw#,A
0.85,bourgeoisie,b$Zw#zi,N
0.95,bout,b6t,N
0.48,boutique,butik,N
0.3,bovine,b5v2n,A
1.11,bow,b5,N
0.7,bow,b6,N
0.48,bow,b5,V
1.2,bow,b6,V
0.48,bowed,b6d,A
1.15,bowel,b6@l,N
0.48,bower,b6@R,N
1.52,bowl,b5l,N
1.11,bowl,b5l,V
0.85,bowler,b5l@R,N
0.48,bowler,b5l@R,N
0.78,bowling,b5lIN,N
1.04,bowman,b5m@n,N
2.01,box,bQks,N
0.9,boxer,bQks@R,N
0.6,boxing,bQksIN,N
2.54,boy,b4,N
0.48,boycott,b4kQt,N
